row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
1660,167514184756678656,Retired Whaler,RETIRED_WHALER_NAME_KEY,character speech,explicit,explicit speaker label,"Here, this is on the house - for all your help.","RETIRED_WHALER_NAME_KEY: Here, this is on the house - for all your help."
1661,161656756005687296,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"You look tired. If you don't get some sleep, you'll start seeing things! Why don't you [C0]rest[/C0] up before heading back out?","TRAVELLING_MERCHANT_NAME_KEY: You look tired. If you don't get some sleep, you'll start seeing things! Why don't you [C0]rest[/C0] up before heading back out?"
1662,161656756039241728,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Everything ok? You've just been standing there for a while...need to have a [C0]rest[/C0]?,TRAVELLING_MERCHANT_NAME_KEY: Everything ok? You've just been standing there for a while...need to have a [C0]rest[/C0]?
1663,161656756039241729,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"I know that look on your face. Too long on the open water, eh? Yeah, you start to feel a little mad after a while. Nothing a good [C0]sleep[/C0] won't fix.","TRAVELLING_MERCHANT_NAME_KEY: I know that look on your face. Too long on the open water, eh? Yeah, you start to feel a little mad after a while. Nothing a good [C0]sleep[/C0] won't fix."
1664,161672749415321600,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,I found this while I was unpacking. You should take it.,BUILDER_NAME_KEY: I found this while I was unpacking. You should take it.
1665,161672749440487424,Narrator / scene text,,narration,inferred,third-/second-person scene description,"She hands you a [C1]Book[/C1]. The cover is dusty, but in otherwise good condition.","She hands you a [C1]Book[/C1]. The cover is dusty, but in otherwise good condition."
1666,161672749440487425,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"I've got a surprise for you! A gift, for my most loyal customer. Here, I want you to have this.","TRAVELLING_MERCHANT_NAME_KEY: I've got a surprise for you! A gift, for my most loyal customer. Here, I want you to have this."
1667,161672749440487426,Narrator / scene text,,narration,inferred,third-/second-person scene description,"She takes a [C1]Book[/C1] from a nearby shelf and hands it to you. Flicking through it, you see page corners turned in and handwritten notes in the margins.","She takes a [C1]Book[/C1] from a nearby shelf and hands it to you. Flicking through it, you see page corners turned in and handwritten notes in the margins."
1668,161672749448876032,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"Oh, how rude of me. You've done all of this for me and...I've not got much to say thank you with. Um, you should have this.","RESEARCHER_NAME_KEY: Oh, how rude of me. You've done all of this for me and...I've not got much to say thank you with. Um, you should have this."
1669,161672749448876033,Narrator / scene text,,narration,inferred,third-/second-person scene description,"She opens a drawer and pulls out a [C1]Book[/C1]. Sheepishly, she hands it to you.","She opens a drawer and pulls out a [C1]Book[/C1]. Sheepishly, she hands it to you."
1670,161672749448876034,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,This is something I wrote during my studies. I think it'll be useful to you.,RESEARCHER_NAME_KEY: This is something I wrote during my studies. I think it'll be useful to you.
1671,164253136075280384,Narrator / scene text,,narration,inferred,third-/second-person scene description,The stone trembles before you. Unknown symbols glow from within.,The stone trembles before you. Unknown symbols glow from within.
1672,164253136108834816,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Place your hand on the stone.\],\[Place your hand on the stone.\]
1673,164253136108834817,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A sudden chill rushes through the marrow of your bones, surging up your arm, your neck. A [C3]deep vision[/C3] enters your mind.","A sudden chill rushes through the marrow of your bones, surging up your arm, your neck. A [C3]deep vision[/C3] enters your mind."
1674,164253136108834818,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1675,164253136108834819,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The stone hums quietly, sending ripples through the air around it. Faint shapes dance upon its surface, vanishing before your eyes can focus on them.","The stone hums quietly, sending ripples through the air around it. Faint shapes dance upon its surface, vanishing before your eyes can focus on them."
1676,164253136108834820,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Place your hand on the stone.\],\[Place your hand on the stone.\]
1677,164253136108834821,Narrator / scene text,,narration,inferred,third-/second-person scene description,The cold stone does not respond to your touch.,The cold stone does not respond to your touch.
1678,164253136108834822,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1679,164253136108834823,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The town of Greater Marrow burns. The lighthouse lies collapsed, its light extinguished.","The town of Greater Marrow burns. The lighthouse lies collapsed, its light extinguished."
1680,164253136108834824,Narrator / scene text,,narration,inferred,third-/second-person scene description,A red glow fills the sky behind a cyclone that drains the world.,A red glow fills the sky behind a cyclone that drains the world.
1681,164253136108834825,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A ship, tossed by waves in the night. Fog unfolds like a blanket from the deck, spilling across the ocean and crashing against the land.","A ship, tossed by waves in the night. Fog unfolds like a blanket from the deck, spilling across the ocean and crashing against the land."
1682,164253136108834826,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,A distant lighthouse flickers a signal.,A distant lighthouse flickers a signal.
1683,164253136108834827,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Dark rocks erupt from the earth, piercing through buildings and trees. Through sand and crashing waves. Through the basalt pillars of this island.","Dark rocks erupt from the earth, piercing through buildings and trees. Through sand and crashing waves. Through the basalt pillars of this island."
1684,164253136108834828,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The newborn structures crackle with an unknown energy, crimson lightning arcing between them.","The newborn structures crackle with an unknown energy, crimson lightning arcing between them."
1685,164253136108834829,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A blustery wind screams through the cliffs, diving and turning. It passes over a large wooden ship at anchor, all flags filling suddenly.","A blustery wind screams through the cliffs, diving and turning. It passes over a large wooden ship at anchor, all flags filling suddenly."
1686,164253136108834830,Narrator / scene text,,narration,inferred,third-/second-person scene description,A skinless face appears on the fluttering fabric. A wail of terror rises from the crew.,A skinless face appears on the fluttering fabric. A wail of terror rises from the crew.
1687,164253136108834831,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A heart of stone wrapped in a twisting tail. A serpentine body uncoils, teeth rasping at its earthen shell.","A heart of stone wrapped in a twisting tail. A serpentine body uncoils, teeth rasping at its earthen shell."
1688,164253136108834832,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Larger now. Bursting through the cliffs, sending rocks tumbling into the water. An eye opens to this new world.","Larger now. Bursting through the cliffs, sending rocks tumbling into the water. An eye opens to this new world."
1689,164253136108834833,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A spore floats in the water, adrift in the current. Fish feast in a frenzy above, devouring its kin. The spore lands in the thick silt of the sea floor.","A spore floats in the water, adrift in the current. Fish feast in a frenzy above, devouring its kin. The spore lands in the thick silt of the sea floor."
1690,164253136108834834,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Its roots stretch down into the seabed, growing - extending towards what lies beneath.","Its roots stretch down into the seabed, growing - extending towards what lies beneath."
1691,164253136108834835,Narrator / scene text,,narration,inferred,third-/second-person scene description,The green glimmer of an aurora blooms in the night sky above the resort. A distant boom shakes the thatched rooves and rouses dreamers from their sleep.,The green glimmer of an aurora blooms in the night sky above the resort. A distant boom shakes the thatched rooves and rouses dreamers from their sleep.
1692,164253136108834836,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The waters withdraw, exposing the coral to the warm air. Confused creatures chitter and seek out their hiding places.","The waters withdraw, exposing the coral to the warm air. Confused creatures chitter and seek out their hiding places."
1693,164253136108834837,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A man flees through the trees, bloodshot eyes wide with terror. He runs into a dead end; cornered by the murky waters and his pursuer, he turns.","A man flees through the trees, bloodshot eyes wide with terror. He runs into a dead end; cornered by the murky waters and his pursuer, he turns."
1694,164253136108834838,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,A wooden spear flies and finds its mark.,A wooden spear flies and finds its mark.
1695,164253136108834839,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A parasite burrows into a large snakelike carcass. It feeds, growing fat and multiplying. Tendrils sprout from the head of the body and sense the water around it.","A parasite burrows into a large snakelike carcass. It feeds, growing fat and multiplying. Tendrils sprout from the head of the body and sense the water around it."
1696,164253136108834840,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The host corpse shudders reluctantly. With a cry that resounds through the forest, it rises once again.","The host corpse shudders reluctantly. With a cry that resounds through the forest, it rises once again."
1697,164253136108834841,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A leviathan raises its vast grey head, stretching up, up until it sits level with a bright flame cradled at the top of the ancient lighthouse.","A leviathan raises its vast grey head, stretching up, up until it sits level with a bright flame cradled at the top of the ancient lighthouse."
